
DECIMAL       HEXADECIMAL     DESCRIPTION
19114704      0x123AAD0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding/bindings/mouse.py
19115280      0x123AD10       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding/bindings/vi.py
19120320      0x123C0C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding/emacs_state.py
19121760      0x123C660       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/input/ansi_escape_sequences.py
19146864      0x1242870       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding/__pycache__/digraphs.cpython-310.pyc
19285680      0x12646B0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding/__pycache__/__init__.cpython-310.pyc
19326736      0x126E710       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding/__pycache__/vi_state.cpython-310.pyc
19429984      0x1287A60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/wcwidth
19434688      0x1288CC0       Unix path: /usr/lib/python3.10/__pycache__/colorsys.cpython-310.pyc
19439648      0x128A020       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/wcwidth/__pycache__/__init__.cpython-310.pyc
19440080      0x128A1D0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/wcwidth/__pycache__/wcwidth.cpython-310.pyc
19440368      0x128A2F0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/wcwidth/__pycache__/table_vs16.cpython-310.pyc
19450448      0x128CA50       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/data_structures.py
19550304      0x12A5060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/wcwidth/wcwidth.py
19550688      0x12A51E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/wcwidth/wcwidth.py
19551200      0x12A53E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/wcwidth/unicode_versions.py
19551712      0x12A55E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/wcwidth/unicode_versions.py
19551968      0x12A56E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/styles/base.py
19552096      0x12A5760       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/styles/base.py
19553632      0x12A5D60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/styles/style.py
19554016      0x12A5EE0       Unix path: /usr/lib/python3.10/xml/dom/__pycache__/__init__.cpython-310.pyc
19555808      0x12A65E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/output/vt100.py
19557088      0x12A6AE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/mouse_events.py
19558112      0x12A6EE0       Unix path: /usr/lib/python3.10/xml/dom/__pycache__/minicompat.cpython-310.pyc
19561312      0x12A7B60       Unix path: /usr/lib/python3.10/xml/dom/__pycache__/xmlbuilder.cpython-310.pyc
19561568      0x12A7C60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/input
19563104      0x12A8260       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/history.py
19564384      0x12A8760       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/validation.py
19564768      0x12A88E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/input/base.py
19565536      0x12A8BE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/layout
19627497      0x12B7DE9       ESP Image (ESP32): segment count: 1, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x1000000, hash: sha256
19627529      0x12B7E09       ESP Image (ESP32): segment count: 1, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x1000000, hash: sha256
19665712      0x12C1330       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/output/color_depth.py
19666864      0x12C17B0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/styles/defaults.py
19668592      0x12C1E70       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/styles/defaults.py
19671760      0x12C2AD0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/styles/style_transformation.py
19672480      0x12C2DA0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/styles/style_transformation.py
19708672      0x12CBB00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/styles/__pycache__/style_transformation.cpython-310.pyc
19728264      0x12D0788       ESP Image (ESP32): segment count: 1, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x0, hash: none
19830992      0x12E98D0       Unix path: /usr/lib/python3.10/colorsys.py
19831472      0x12E9AB0       Unix path: /usr/lib/python3.10/colorsys.py
19896832      0x12F9A00       Unix path: /usr/lib/python3.10/xml/__pycache__/__init__.cpython-310.pyc
19897280      0x12F9BC0       Unix path: /usr/lib/python3.10/xml/dom/__pycache__/domreg.cpython-310.pyc
19934768      0x1302E30       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/output/defaults.py
19941680      0x1304930       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/formatted_text/base.py
19966720      0x130AB00       Unix path: /usr/lib/python3.10/xml/__init__.py
19968064      0x130B040       Unix path: /usr/lib/python3.10/xml/dom/minidom.py
20025584      0x13190F0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/formatted_text/base.py
20034368      0x131B340       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/formatted_text/html.py
20046704      0x131E370       Unix path: /usr/lib/python3.10/xml/dom
20060672      0x1321A00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/formatted_text/__pycache__/pygments.cpython-310.pyc
20126816      0x1331C60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding/bindings/__pycache__/page_navigation.cpython-310.pyc
20155616      0x1338CE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/formatted_text/__pycache__/utils.cpython-310.pyc
20383840      0x1370860       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit
20455072      0x1381EA0       Unix path: /usr/lib/python3.10/asyncio/base_subprocess.py
20573456      0x139ED10       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/terminal/interactiveshell.py
20658400      0x13B38E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/terminal/interactiveshell.py
20660272      0x13B4030       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/application/__init__.py
20662000      0x13B46F0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/application/dummy.py
20702288      0x13BE450       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/application/__pycache__/__init__.cpython-310.pyc
20822816      0x13DBB20       Unix path: /usr/bin/editor
20880096      0x13E9AE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/auto_suggest.py
20880480      0x13E9C60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/clipboard
20881120      0x13E9EE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/document.py
20881504      0x13EA060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/document.py
20883680      0x13EA8E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/formatted_text
20884320      0x13EAB60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/selection.py
20885856      0x13EB160       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/filters/base.py
20886368      0x13EB360       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/filters/base.py
20888544      0x13EBBE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding
20888800      0x13EBCE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/output/base.py
20889696      0x13EC060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/styles
20889952      0x13EC160       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/keys.py
20891360      0x13EC6E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/utils.py
20892896      0x13ECCE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/wcwidth/__init__.py
20906816      0x13F0340       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/application/__pycache__/run_in_terminal.cpython-310.pyc
20911328      0x13F14E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/application/current.py
20911472      0x13F1570       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/application/current.py
20913776      0x13F1E70       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/application/run_in_terminal.py
20915216      0x13F2410       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/eventloop/utils.py
20920688      0x13F3970       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/clipboard/__init__.py
20921120      0x13F3B20       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/clipboard/base.py
20924432      0x13F4810       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/clipboard/in_memory.py
21074176      0x1419100       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/clipboard/__pycache__/base.cpython-310.pyc
21075136      0x14194C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/clipboard/__pycache__/in_memory.cpython-310.pyc
21077376      0x1419D80       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/completion/__pycache__/__init__.cpython-310.pyc
21080896      0x141AB40       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/__pycache__/keys.cpython-310.pyc
21081536      0x141ADC0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/__pycache__/utils.cpython-310.pyc
21084096      0x141B7C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/output/__pycache__/color_depth.cpython-310.pyc
21086336      0x141C080       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/__pycache__/mouse_events.cpython-310.pyc
21088096      0x141C760       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/completion/__pycache__/nested.cpython-310.pyc
21088736      0x141C9E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/__pycache__/history.cpython-310.pyc
21089536      0x141CD00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/__pycache__/search.cpython-310.pyc
21090016      0x141CEE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/__pycache__/validation.cpython-310.pyc
21114848      0x1422FE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/completion/__init__.py
21116864      0x14237C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/formatted_text/ansi.py
21117440      0x1423A00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/output/__init__.py
21118160      0x1423CD0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/output/defaults.py
21118736      0x1423F10       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding/vi_state.py
21119312      0x1424150       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/key_binding/key_bindings.py
21217184      0x143BFA0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/filters/utils.py
21217616      0x143C150       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/filters/utils.py
21241200      0x1441D70       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/completion/__pycache__/deduplicate.cpython-310.pyc
21245952      0x1443000       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/completion/__pycache__/filesystem.cpython-310.pyc
21248240      0x14438F0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/formatted_text/__pycache__/__init__.cpython-310.pyc
22593536      0x158C000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
22595316      0x158C6F4       ESP Image (ESP32): segment count: 2, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x2eb, hash: none
22634488      0x1595FF8       ESP Image (ESP32): segment count: 8, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x0, hash: none
22654976      0x159B000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
22658936      0x159BF78       ESP Image (ESP32): segment count: 5, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x12, hash: none
22699745      0x15A5EE1       ESP Image (ESP32): segment count: 2, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0xe0000000, hash: none
22762432      0x15B53C0       Unix path: /usr/lib/python3.10/concurrent
22768912      0x15B6D10       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "SSL_VERSION_NUMBER"
22772193      0x15B79E1       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "SSL_API_VERSION"
22772272      0x15B7A30       Unix path: /usr/lib/python3.10/ssl.py
22780448      0x15B9A20       Ubiquiti firmware header, third party, ~CRC32: 0x327F0000, version: "SSL_VERSION"
22937776      0x15E00B0       PEM certificate
22981221      0x15EAA65       Ubiquiti firmware header, third party, ~CRC32: 0x52524F52, version: "_MODE"
23143808      0x1612580       Unix path: /usr/lib/python3.10/asyncio/coroutines.py
23150048      0x1613DE0       Unix path: /usr/lib/python3.10/asyncio/futures.py
23239008      0x1629960       Unix path: /usr/lib/python3.10/base64.py
23239568      0x1629B90       Unix path: /usr/lib/python3.10/base64.py
23312006      0x163B686       HTML document header
23312231      0x163B767       HTML document footer
23315984      0x163C610       Unix path: /usr/lib/python3.10/asyncio/__pycache__/log.cpython-310.pyc
23321920      0x163DD40       Unix path: /usr/lib/python3.10/asyncio/__pycache__/locks.cpython-310.pyc
23323824      0x163E4B0       Unix path: /usr/lib/python3.10/asyncio/__pycache__/tasks.cpython-310.pyc
23329872      0x163FC50       Unix path: /usr/lib/python3.10/asyncio/__pycache__/threads.cpython-310.pyc
23446560      0x165C420       Unix path: /usr/lib/python3.10/contextvars.py
23448000      0x165C9C0       Unix path: /usr/lib/python3.10/asyncio/base_tasks.py
23448384      0x165CB40       Unix path: /usr/lib/python3.10/asyncio/futures.py
23450112      0x165D200       Unix path: /usr/lib/python3.10/asyncio/protocols.py
23455104      0x165E580       Unix path: /usr/lib/python3.10/asyncio/staggered.py
23458080      0x165F120       Unix path: /usr/lib/python3.10/asyncio/locks.py
23525559      0x166F8B7       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
23527648      0x16700E0       Unix path: /usr/lib/python3.10/asyncio/__pycache__/sslproto.cpython-310.pyc
23528032      0x1670260       Unix path: /usr/lib/python3.10/asyncio/__pycache__/transports.cpython-310.pyc
23528672      0x16704E0       Unix path: /usr/lib/python3.10/asyncio/__pycache__/staggered.cpython-310.pyc
23532128      0x1671260       Unix path: /usr/lib/python3.10/asyncio/__pycache__/base_subprocess.cpython-310.pyc
23536096      0x16721E0       Unix path: /usr/lib/python3.10/asyncio/__pycache__/selector_events.cpython-310.pyc
23539296      0x1672E60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/__init__.py
23541856      0x1673860       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/eventloop
23677184      0x1694900       Unix path: /usr/lib/python3.10/asyncio/trsock.py
23677472      0x1694A20       Unix path: /usr/lib/python3.10/asyncio/runners.py
23677952      0x1694C00       Unix path: /usr/lib/python3.10/asyncio/queues.py
23681600      0x1695A40       Unix path: /usr/lib/python3.10/asyncio/subprocess.py
23683424      0x1696160       Unix path: /usr/lib/python3.10/asyncio/threads.py
23713504      0x169D6E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/terminal/__pycache__/interactiveshell.cpython-310.pyc
23717184      0x169E540       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/__pycache__/buffer.cpython-310.pyc
23721504      0x169F620       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/input/__pycache__/__init__.cpython-310.pyc
23721984      0x169F800       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/eventloop/__pycache__/__init__.cpython-310.pyc
23723264      0x169FD00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/clipboard/__pycache__/__init__.cpython-310.pyc
23748608      0x16A6000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
23751955      0x16A6D13       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
23785472      0x16AF000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
23893152      0x16C94A0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/interactiveshell.py
23895600      0x16C9E30       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/interactiveshell.py
23902656      0x16CB9C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/hooks.cpython-310.pyc
23905239      0x16CC3D7       mcrypt 2.2 encrypted data, algorithm: 3DES, mode: CBC, keymode: 8bit
24026560      0x16E9DC0       Unix path: /usr/lib/python3.10/runpy.py
24068624      0x16F4210       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/alias.cpython-310.pyc
24069200      0x16F4450       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/macro.cpython-310.pyc
24108240      0x16FDCD0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/decorator.py
24113056      0x16FEFA0       Unix path: /usr/lib/python3.10/sqlite3/__pycache__/dbapi2.cpython-310.pyc
24114406      0x16FF4E6       Copyright string: "copyright', 'credits' or 'license' for more information"
24115632      0x16FF9B0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/exceptiongroup
24166976      0x170C240       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/splitinput.cpython-310.pyc
24167616      0x170C4C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/builtin_trap.cpython-310.pyc
24168576      0x170C880       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/extensions.cpython-310.pyc
24169376      0x170CBA0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/history.cpython-310.pyc
24171456      0x170D3C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/payload.cpython-310.pyc
24172736      0x170D8C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/capture.cpython-310.pyc
24174336      0x170DF00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/exceptiongroup/__pycache__/_version.cpython-310.pyc
24318848      0x1731380       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/__pycache__/decorator.cpython-310.pyc
24366048      0x173CBE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/sentinel.py
24370016      0x173DB60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/logger.py
24371168      0x173DFE0       Unix path: /usr/lib/python3.10/lib-dynload/_sqlite3.cpython-310-x86_64-linux-gnu.so
24373728      0x173E9E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/logger.py
24374368      0x173EC60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/payload.py
24374752      0x173EDE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/capture.py
24375776      0x173F1E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/strdispatch.py
24376160      0x173F360       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/capture.py
24377696      0x173F960       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/exceptiongroup/_exceptions.py
24378592      0x173FCE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/exceptiongroup/_version.py
24424096      0x174AEA0       Unix path: /usr/lib/python3.10/sqlite3
24435072      0x174D980       Unix path: /usr/lib/python3.10/sqlite3/__init__.py
24616784      0x1779F50       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/usage.cpython-310.pyc
24624560      0x177BDB0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/syspathcontext.py
24756704      0x179C1E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/exceptiongroup/_suppress.py
24757856      0x179C660       Unix path: /usr/lib/python3.10/asyncio/__pycache__/subprocess.cpython-310.pyc
24762080      0x179D6E0       Unix path: /usr/lib/python3.10/concurrent/futures/__pycache__/__init__.cpython-310.pyc
24768352      0x179EF60       Unix path: /usr/lib/python3.10/asyncio/__pycache__/constants.cpython-310.pyc
24769504      0x179F3E0       Unix path: /usr/lib/python3.10/asyncio/__pycache__/format_helpers.cpython-310.pyc
24770272      0x179F6E0       Unix path: /usr/lib/python3.10/asyncio/__pycache__/protocols.cpython-310.pyc
24771424      0x179FB60       Unix path: /usr/lib/python3.10/lib-dynload/_asyncio.cpython-310-x86_64-linux-gnu.so
24779984      0x17A1CD0       Unix path: /usr/lib/python3.10/concurrent/futures/__init__.py
24787824      0x17A3B70       Unix path: /usr/lib/python3.10/__pycache__/base64.cpython-310.pyc
24806032      0x17A8290       Unix path: /usr/lib/python3.10/asyncio
24822048      0x17AC120       Unix path: /usr/lib/python3.10/asyncio/__init__.py
24835776      0x17AF6C0       Unix path: /usr/lib/python3.10/concurrent/__init__.py
24868304      0x17B75D0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/data.cpython-310.pyc
24909344      0x17C1620       AU audio data, 33554432 sample rate, 0 channels
24920709      0x17C4285       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
24920720      0x17C4290       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
24923110      0x17C4BE6       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
24923121      0x17C4BF1       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
24928624      0x17C6170       Copyright string: "copyright', 'credits' or 'license' for more information"
25005824      0x17D8F00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/lib/__pycache__/pretty.cpython-310.pyc
25018208      0x17DBF60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/dir2.cpython-310.pyc
25054704      0x17E4DF0       Unix path: /usr/lib/python3/dist-packages/pygments/lexers/__init__.py
25055712      0x17E51E0       Unix path: /usr/lib/python3/dist-packages/pygments/lexers/python.py
25061088      0x17E66E0       Unix path: /usr/lib/python3/dist-packages/pygments/unistring.py
25061648      0x17E6910       Unix path: /usr/lib/python3/dist-packages/pygments/filters/__init__.py
25081159      0x17EB547       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
25091081      0x17EDC09       HTML document header
25100816      0x17F0210       Unix path: /usr/lib/python3/dist-packages/pygments/lexers/__pycache__/__init__.cpython-310.pyc
25109024      0x17F2220       Unix path: /usr/lib/python3/dist-packages/pygments/filters/__pycache__/__init__.cpython-310.pyc
25142272      0x17FA400       Unix path: /usr/lib/python3/dist-packages/pygments/filters
25150481      0x17FC411       Copyright string: "Copyright 2006-2021 by the Pygments team."
25641378      0x18741A2       Copyright string: "copyright>"
25663385      0x1879799       HTML document header
25697896      0x1881E68       HTML document footer
25757536      0x1890760       Unix path: /usr/lib/python3/dist-packages/pygments/formatters/html.py
25769632      0x18936A0       Unix path: /usr/lib/python3.10/__pycache__/runpy.cpython-310.pyc
25814688      0x189E6A0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/inputtransformer2.py
25824096      0x18A0B60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/tokenutil.py
25824992      0x18A0EE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/prompt_toolkit/application
25830240      0x18A2360       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/prefilter.py
25830624      0x18A24E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/autocall.py
25831520      0x18A2860       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/displayhook.py
25831904      0x18A29E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/alias.py
25833184      0x18A2EE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/alias.py
25833824      0x18A3160       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/builtin_trap.py
25834336      0x18A3360       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/builtin_trap.py
25834720      0x18A34E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/displayhook.py
25835360      0x18A3760       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/displaypub.py
25836000      0x18A39E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/events.py
25899008      0x18B3000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
26034222      0x18D402E       JBOOT STAG header, image id: 0, timestamp 0x7F32BFC3, image size: 0 bytes, image JBOOT checksum: 0x0, header JBOOT checksum: 0x0
26300416      0x1915000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
26302936      0x19159D8       ESP Image (ESP32): segment count: 5, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x12, hash: none
26448976      0x1939450       Unix path: /usr/lib/python3.10/__pycache__/bdb.cpython-310.pyc
26452000      0x193A020       Unix path: /usr/lib/python3.10/__pycache__/glob.cpython-310.pyc
26455248      0x193ACD0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect
26457712      0x193B670       Unix path: /usr/lib/python3.10/__pycache__/pty.cpython-310.pyc
26458608      0x193B9F0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/ptyprocess
26460848      0x193C2B0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect/run.py
26465152      0x193D380       Unix path: /usr/lib/python3.10/cmd.py
26467552      0x193DCE0       Unix path: /usr/lib/python3.10/bdb.py
26476032      0x193FE00       Unix path: /usr/lib/python3.10/code.py
26479712      0x1940C60       Unix path: /usr/lib/python3.10/codeop.py
26579280      0x1959150       Unix path: /usr/lib/python3.10/glob.py
26611552      0x1960F60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/path.cpython-310.pyc
26629344      0x19654E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/_process_posix.py
26632224      0x1966020       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect/__pycache__/expect.cpython-310.pyc
